Branch ID	Route Name 	Starting Point	Ending Point	Sign	Notes	Division(s)	Long Description
945_1_945	945 Kipling Express	Kipling Station	Steeles/Kipling Avenue	945 Steeles	Express Network	Queensway	
952_0_952	952 Lawrence West Express	Pearson Airport (Terminal 3)	Lawrence Stn	952 Lawrence Stn	Express Network via Lawrence West Stn	Wilson	
952_1_952	952 Lawrence West Express	Lawrence Stn	Pearson Airport (Terminal 3)	952 Pearson Airport	Express Network via Dixon Rd	Wilson	
952_1_T1T3	952 Lawrence West Express	Pearson Airport (Terminal 1)	Pearson Airport (Terminal 3)	952 Pearson Airport	Express Network	Wilson	
953_0_953A	953 Steeles East Express	Finch Station	Morningside/Staines 	953A Staines	Express Network	Malvern	
953_0_953Apm	953 Steeles East Express	Finch Station	Morningside/Staines 	953A Staines	Express Network	Malvern	
953_0_953B	953 Steeles East Express	Finch Station	Markham Road/Steeles	953B Markham Rd	Express Network	Malvern	
953_0_953Bpm	953 Steeles East Express	Finch Station	Markham Road/Steeles	953B Markham Rd	Express Network	Malvern	
953_1_953A	953 Steeles East Express	Morningside/Staines 	Finch Station	953 Finch Stn	Express Network	Malvern	
953_1_953Apm	953 Steeles East Express	Morningside/Staines 	Finch Station	953 Finch Stn	Express Network	Malvern	
953_1_953B	953 Steeles East Express	Markham Road/Steeles	Finch Station	953 Finch Stn	Express Network via Bayview (Clockwise looping at Bayview)	Malvern	
953_1_953Bpm	953 Steeles East Express	Markham Road/Steeles	Finch Station	953 Finch Stn	Express Network via Bayview (Clockwise looping at Bayview)	Malvern	A timestamp stop is added. No other differences found.
953_1_953Bpm*	953 Steeles East Express	Markham Road/Steeles	Finch Station	953 Finch Stn	Express Network, no major difference to 953Bpm*	Malvern	
953_1_MOSE	953 Steeles East Express	Morningside/Staines	Seasons Drive/Staines Road	953A Staines	Express Network	Malvern	
954_0_954	954 Lawrence East Express	Lawrence East RT Station	Starspray Blvd (Starspray Loop)	954 Starspray Blvd	Express Network via Rushley Drive	Eglinton	
954_0_954pm	954 Lawrence East Express	Lawrence East RT Station	Starspray Blvd (Starspray Loop)	954 Starspray Blvd	bypasses Rushley Drive	Eglinton	
954_1_954	954 Lawrence East Express	Starspray Blvd (Starspray Loop)	Lawrence East RT Station	954 Lawrence East RT Stn	Express Network via Rushley Drive	Eglinton	
954_1_954pm	954 Lawrence East Express	Starspray Blvd (Starspray Loop)	Lawrence East RT Station	954 Lawrence East RT Stn	bypasses Rushley Drive	Eglinton	
960_0_960	960 Steeles West Express	Pioneer Village Station	Finch Station	960 Finch Stn	Express Network	Arrow Rd	
960_1_960	960 Steeles West Express	Finch Station	Pioneer Village Station	960 Pioneer Village Stn	Express Network	Arrow Rd	
984_0_984A	984 Sheppard West Express	Weston Road	Sheppard-Yonge Station	984 Sheppard-Yonge Stn	Express Network via Sheppard West Stn	Arrow Rd	
984_0_984B	984 Sheppard West Express	Sheppard West Station	Sheppard-Yonge Station	984 Sheppard-Yonge Stn	Express Network	Arrow Rd	
984_0_WERI	984 Sheppard West Express	Bradstock Road/Weston Road	Rivalda Rd/Sheppard Ave West	984 Sheppard-Yonge Stn	Express Network	Arrow Rd	
984_1_984A	984 Sheppard West Express	Sheppard-Yonge Station	Bradstock Road/Weston Road	984A Weston Rd	Express Network via Sheppard West Stn	Arrow Rd	
984_1_984B	984 Sheppard West Express	Sheppard-Yonge Station	Sheppard West Station	984B Sheppard West Stn	Express Network	Arrow Rd	
984_1_RIWE	984 Sheppard West Express	Rivalda Road/Sheppard Ave West	Bradstock Road/Weston Road	984A Weston Rd	Express Network	Arrow Rd	
985_0_985A	985 Sheppard East Express	Don Mills Station	Scarborough Centre Station	985A Scarborough Centre Stn	Express Network	Malvern	
985_0_985B	985 Sheppard East Express	Don Mills Station	Meadowvale/Sheppard Loop	985B Meadowvale	Express Network	Malvern	
985_1_985A	985 Sheppard East Express	Scarborough Centre Station	Don Mills Station	985 Don Mills Stn	Express Network	Malvern	
985_1_985B	985 Sheppard East Express	Meadowvale/Sheppard Loop	Don Mills Station	985 Don Mills Stn	Express Network	Malvern	
986_0_986	986 Scarborough Express	Kennedy Station	Meadowvale/Sheppard Loop	986 Sheppard	Express Network	Eglinton	
986_1_986	986 Scarborough Express	Meadowvale/Sheppard Loop	Kennedy Station	986 Kennedy Stn	Express Network	Eglinton	
989_0_989	989 Weston Express	Steeles Ave West/Old Weston Rd	Keele Station	989 Keele Stn	Express Network	Mount Dennis	
989_1_989	989 Weston Express	Keele Station	Steeles Ave West/Old Weston Rd	989 Steeles	Express Network	Mount Dennis	
995_0_995	995 York Mills Express	York Mills Station	U of T Scarborough	995 UofT Scarborough	Express Network	Malvern	
995_1_995	995 York Mills Express	U of T Scarborough	York Mills Station	995 York Mills Stn	Express Network	Malvern	
996_0_996	996 Wilson Express	Humber College Bus Terminal	York Mills Station	996 York Mills Stn	Express Network, via Wilson Stn	Arrow Rd	
996_1_996	996 Wilson Express	York Mills Station	Humber College Bus Terminal	996 Humber College	Express Network, via Wilson Stn	Arrow Rd	
